Navn,Stasjon,Tid(norsk normaltid),Middeltemperatur (døgn),Nedbør (døgn),Minimumstemperatur (døgn),Maksimumstemperatur (døgn)
Tynset - Hansmoen,SN9580,21.12.2020,-0.2,0,-4.2,5.4
Tynset - Hansmoen,SN9580,22.12.2020,-0.2,0,-5.3,1.9
Tynset - Hansmoen,SN9580,23.12.2020,-5.1,1.9,-7.4,0.2
Tynset - Hansmoen,SN9580,24.12.2020,-2.7,0.2,-8.6,-1.1
Tynset - Hansmoen,SN9580,25.12.2020,-7.8,0.1,-14.3,-0.8
Tynset - Hansmoen,SN9580,26.12.2020,-5.1,0,-12.8,-3.9
Tynset - Hansmoen,SN9580,27.12.2020,0.8,1.4,-4.1,1.8
Tynset - Hansmoen,SN9580,28.12.2020,-0.4,2,-1.2,1.1
Tynset - Hansmoen,SN9580,29.12.2020,-1.5,1.4,-3,0.5
Tynset - Hansmoen,SN9580,30.12.2020,-3.7,0.2,-6.7,-2.2
Tynset - Hansmoen,SN9580,31.12.2020,-9,1.6,-14.3,-4.5
Tynset - Hansmoen,SN9580,01.01.2021,-11,0.5,-19.5,-8.7
Tynset - Hansmoen,SN9580,02.01.2021,-13.7,0.7,-16.2,-8.4
Tynset - Hansmoen,SN9580,03.01.2021,-22.6,0.1,-25.6,-16.2
Tynset - Hansmoen,SN9580,04.01.2021,-25.5,0,-27.2,-23.4
Tynset - Hansmoen,SN9580,05.01.2021,-23.5,0,-26.6,-21.7
Tynset - Hansmoen,SN9580,06.01.2021,-26.6,0,-28.1,-22.1
Tynset - Hansmoen,SN9580,07.01.2021,-22,0.3,-28.6,-19.3
Tynset - Hansmoen,SN9580,08.01.2021,-23.8,0,-27.5,-18
Tynset - Hansmoen,SN9580,09.01.2021,-22,0,-27.7,-18
Tynset - Hansmoen,SN9580,10.01.2021,-16.1,0.2,-20.4,-8.4
Tynset - Hansmoen,SN9580,11.01.2021,-15.2,0.4,-17.7,-13.6
Tynset - Hansmoen,SN9580,12.01.2021,-9,0.9,-19.4,-5
Tynset - Hansmoen,SN9580,13.01.2021,-11.9,1.6,-15.3,-5.6
Tynset - Hansmoen,SN9580,14.01.2021,-26,0.1,-27.9,-15.3
Tynset - Hansmoen,SN9580,15.01.2021,-25.6,0,-29.5,-23.6
Tynset - Hansmoen,SN9580,16.01.2021,-12.6,0,-23.6,-8.5
Tynset - Hansmoen,SN9580,17.01.2021,-21.2,0.1,-25.3,-10.1
Tynset - Hansmoen,SN9580,18.01.2021,-19.7,0.6,-22.7,-14.8
Tynset - Hansmoen,SN9580,19.01.2021,-14.8,0.2,-25.1,-10.3
Tynset - Hansmoen,SN9580,20.01.2021,-3.3,0.9,-10.4,-2.5
Tynset - Hansmoen,SN9580,21.01.2021,-1.4,4.6,-3.3,0.4
Tynset - Hansmoen,SN9580,22.01.2021,0.3,5.2,-0.4,1.6
Tynset - Hansmoen,SN9580,23.01.2021,-7,0.5,-11.2,0
Tynset - Hansmoen,SN9580,24.01.2021,-7.5,0.3,-10.1,-4.4
Tynset - Hansmoen,SN9580,25.01.2021,-19.5,0,-25.1,-8.7
Tynset - Hansmoen,SN9580,26.01.2021,-26.5,0,-29.3,-20.8
Tynset - Hansmoen,SN9580,27.01.2021,-24.2,0,-28.9,-20
Tynset - Hansmoen,SN9580,28.01.2021,-22.9,1.1,-26.9,-17.5
Tynset - Hansmoen,SN9580,29.01.2021,-25.3,0.4,-28.7,-19.1
Tynset - Hansmoen,SN9580,30.01.2021,-20,0,-30.3,-16.2
Tynset - Hansmoen,SN9580,31.01.2021,-20.1,0,-25.9,-16.2
Tynset - Hansmoen,SN9580,01.02.2021,-26.2,0,-29.8,-16.3
Tynset - Hansmoen,SN9580,02.02.2021,-26.4,0,-34.1,-20.3
Tynset - Hansmoen,SN9580,03.02.2021,-19.9,0,-25.9,-16.5
Tynset - Hansmoen,SN9580,04.02.2021,-30,0,-34.8,-17.6
Tynset - Hansmoen,SN9580,05.02.2021,-24.7,0.1,-32.7,-18.6
Tynset - Hansmoen,SN9580,06.02.2021,-23.1,0,-28.2,-17.1
Tynset - Hansmoen,SN9580,07.02.2021,-22.9,0,-31.7,-14.7
Tynset - Hansmoen,SN9580,08.02.2021,-17,0.1,-18.2,-12.7
Tynset - Hansmoen,SN9580,09.02.2021,-25.6,0.2,-31.9,-16.4
Tynset - Hansmoen,SN9580,10.02.2021,-20,0.1,-26,-10.6
Tynset - Hansmoen,SN9580,11.02.2021,-30.1,0.2,-35.7,-19.8
Tynset - Hansmoen,SN9580,12.02.2021,-29.7,0,-35.5,-19.4
Tynset - Hansmoen,SN9580,13.02.2021,-22.5,0,-34,-13.8
Tynset - Hansmoen,SN9580,14.02.2021,-22.4,0,-27.7,-12.3
Tynset - Hansmoen,SN9580,15.02.2021,-17.7,0,-32.2,-6.8
Tynset - Hansmoen,SN9580,16.02.2021,-10.4,0.1,-17.9,-6.6
Tynset - Hansmoen,SN9580,17.02.2021,-5.8,0,-6.9,-5
Tynset - Hansmoen,SN9580,18.02.2021,-5.1,0,-6.6,-3.5
Tynset - Hansmoen,SN9580,19.02.2021,-3.6,0,-5.2,-0.5
Tynset - Hansmoen,SN9580,20.02.2021,0.1,0,-8.4,2.6
Tynset - Hansmoen,SN9580,21.02.2021,2.9,0,-2.3,5.7
Tynset - Hansmoen,SN9580,22.02.2021,1.8,0,-0.7,3
Tynset - Hansmoen,SN9580,23.02.2021,1.9,0.2,-0.5,3.8
Tynset - Hansmoen,SN9580,24.02.2021,3.4,0,1.5,6.3
Tynset - Hansmoen,SN9580,25.02.2021,3.2,0,-1.1,6.1
Tynset - Hansmoen,SN9580,26.02.2021,1.1,0.1,-0.8,4
Tynset - Hansmoen,SN9580,27.02.2021,0.9,0.2,-4.5,8
Tynset - Hansmoen,SN9580,28.02.2021,0.6,0,-3.9,7.4
Tynset - Hansmoen,SN9580,01.03.2021,2.9,0,-4.6,9.2
Tynset - Hansmoen,SN9580,02.03.2021,1.6,0.1,-2,4.5
Tynset - Hansmoen,SN9580,03.03.2021,0.1,0,-1.6,6.4
Tynset - Hansmoen,SN9580,04.03.2021,-3.5,0.3,-6,0.2
Tynset - Hansmoen,SN9580,05.03.2021,-1.3,0.5,-5,1
Tynset - Hansmoen,SN9580,06.03.2021,-0.5,0.3,-4,4
Tynset - Hansmoen,SN9580,07.03.2021,-4.5,0.9,-6.1,-1.8
Tynset - Hansmoen,SN9580,08.03.2021,-7.1,0.1,-15.7,0.3
Tynset - Hansmoen,SN9580,09.03.2021,-1.7,2.4,-7.4,4
Tynset - Hansmoen,SN9580,10.03.2021,-6.3,0,-7.6,-1.2
Tynset - Hansmoen,SN9580,11.03.2021,-2.8,3.4,-6.6,-1.2
Tynset - Hansmoen,SN9580,12.03.2021,-1.2,1.8,-3.2,2
Tynset - Hansmoen,SN9580,13.03.2021,-4.8,0,-9.6,1.5
Tynset - Hansmoen,SN9580,14.03.2021,-5.9,0,-11.4,4.3
Tynset - Hansmoen,SN9580,15.03.2021,-3.4,0,-12,3
Tynset - Hansmoen,SN9580,16.03.2021,-4.1,0,-11.9,2.9
Tynset - Hansmoen,SN9580,17.03.2021,-4.4,0,-12.8,3.9
Tynset - Hansmoen,SN9580,18.03.2021,-0.7,0,-6.1,3.7
Tynset - Hansmoen,SN9580,19.03.2021,-0.5,0.3,-5,2.5
Tynset - Hansmoen,SN9580,20.03.2021,0,0,-7.4,-
Tynset - Hansmoen,SN9580,21.03.2021,-1.5,0.7,-2.5,3
Tynset - Hansmoen,SN9580,22.03.2021,1.3,0.2,-4.8,10.1
Tynset - Hansmoen,SN9580,23.03.2021,4.8,0,-4.2,9.6
Tynset - Hansmoen,SN9580,24.03.2021,4,0,1,8.4
Tynset - Hansmoen,SN9580,25.03.2021,0.6,0,-4.9,7.2
Tynset - Hansmoen,SN9580,26.03.2021,0.4,0,-6.7,5
Tynset - Hansmoen,SN9580,27.03.2021,2.2,0,1.3,5.6
Tynset - Hansmoen,SN9580,28.03.2021,-0.9,0.2,-9,6.1
Tynset - Hansmoen,SN9580,29.03.2021,4.4,0,-1.5,11.8
Tynset - Hansmoen,SN9580,30.03.2021,4.3,0,0.5,8.1
Tynset - Hansmoen,SN9580,31.03.2021,1,3.7,-1.7,4.8
Tynset - Hansmoen,SN9580,01.04.2021,1.1,0,-3.2,4.8
Tynset - Hansmoen,SN9580,02.04.2021,0.3,0.2,-1,2.5
Tynset - Hansmoen,SN9580,03.04.2021,2.1,1.1,-1,8.6
Tynset - Hansmoen,SN9580,04.04.2021,3.5,0,-3.9,9.6
Tynset - Hansmoen,SN9580,05.04.2021,-2.9,0,-7.8,0.6
Tynset - Hansmoen,SN9580,06.04.2021,-0.3,4.4,-3.1,2.8
Tynset - Hansmoen,SN9580,07.04.2021,-2.7,1.5,-3.5,2.6
Tynset - Hansmoen,SN9580,08.04.2021,-5.9,0,-15.8,1.7
Tynset - Hansmoen,SN9580,09.04.2021,-2,0.4,-5.8,4.2
Tynset - Hansmoen,SN9580,10.04.2021,-2.1,0.3,-9,3
Tynset - Hansmoen,SN9580,11.04.2021,-3.2,0,-14.5,6.3
Tynset - Hansmoen,SN9580,12.04.2021,-1.3,0,-4.7,0.8
Tynset - Hansmoen,SN9580,13.04.2021,-1.1,0.1,-2.6,1.3
Tynset - Hansmoen,SN9580,14.04.2021,-0.7,0.1,-5,3.3
Tynset - Hansmoen,SN9580,15.04.2021,0.2,0,-9.4,8.8
Tynset - Hansmoen,SN9580,16.04.2021,2.7,0,-0.5,8.2
Tynset - Hansmoen,SN9580,17.04.2021,2.2,0,-6.8,11.9
Tynset - Hansmoen,SN9580,18.04.2021,3.5,0,-5.8,13.8
Tynset - Hansmoen,SN9580,19.04.2021,4.3,0,-5.8,14.8
Tynset - Hansmoen,SN9580,20.04.2021,5.8,0,-5,14.1
Tynset - Hansmoen,SN9580,21.04.2021,1.5,0.5,0.6,10.1
Tynset - Hansmoen,SN9580,22.04.2021,0.2,0.2,-2,4
Tynset - Hansmoen,SN9580,23.04.2021,-0.9,0.2,-2.9,2.9
Tynset - Hansmoen,SN9580,24.04.2021,-0.6,0.9,-3.6,3.3
Tynset - Hansmoen,SN9580,25.04.2021,-0.7,0.3,-2.9,2.1
Tynset - Hansmoen,SN9580,26.04.2021,0,1.1,-2.4,4.5
Tynset - Hansmoen,SN9580,27.04.2021,0.4,0,-4,4.9
Tynset - Hansmoen,SN9580,28.04.2021,-0.2,0.2,-4.3,5.1
Tynset - Hansmoen,SN9580,29.04.2021,-1.1,0,-8.2,5.3
Tynset - Hansmoen,SN9580,30.04.2021,0.6,0,-4,4
Tynset - Hansmoen,SN9580,01.05.2021,2,0,-1.2,7.2
Tynset - Hansmoen,SN9580,02.05.2021,1.4,0,-5.7,7.1
Tynset - Hansmoen,SN9580,03.05.2021,0.4,0.1,-5.1,5.7
Tynset - Hansmoen,SN9580,04.05.2021,1.8,2.9,-3.2,6.2
Tynset - Hansmoen,SN9580,05.05.2021,1.4,0,-0.7,5.8
Tynset - Hansmoen,SN9580,06.05.2021,-1.2,0,-8.9,5.7
Tynset - Hansmoen,SN9580,07.05.2021,-0.3,0,-9.7,6.6
Tynset - Hansmoen,SN9580,08.05.2021,1.1,0,-7.8,8.1
Tynset - Hansmoen,SN9580,09.05.2021,1.3,0,-5.8,5.9
Tynset - Hansmoen,SN9580,10.05.2021,6.5,0,3.3,10.5
Tynset - Hansmoen,SN9580,11.05.2021,9.6,3.9,3.3,14.5
Tynset - Hansmoen,SN9580,12.05.2021,4.4,0,-0.4,12.3
Tynset - Hansmoen,SN9580,13.05.2021,7.8,9.5,4.4,12.1
Tynset - Hansmoen,SN9580,14.05.2021,10.6,4.2,5,18.7
Tynset - Hansmoen,SN9580,15.05.2021,9.3,0,7.7,16.6
Tynset - Hansmoen,SN9580,16.05.2021,7.4,0.3,5.6,10.3
Tynset - Hansmoen,SN9580,17.05.2021,5,0,-1.1,11
Tynset - Hansmoen,SN9580,18.05.2021,7.4,6.8,2.8,13
Tynset - Hansmoen,SN9580,19.05.2021,7.1,1.8,2.6,12.1
Tynset - Hansmoen,SN9580,20.05.2021,6.2,0.8,2.7,11.2
Tynset - Hansmoen,SN9580,21.05.2021,7.3,5,2.7,13.4
Tynset - Hansmoen,SN9580,22.05.2021,8.9,0,3.3,14.4
Tynset - Hansmoen,SN9580,23.05.2021,8.4,0.2,4.3,13.7
Tynset - Hansmoen,SN9580,24.05.2021,8.1,0,-1.1,13.2
Tynset - Hansmoen,SN9580,25.05.2021,9.9,0,4,15
Tynset - Hansmoen,SN9580,26.05.2021,10.1,0,4.5,14.9
Tynset - Hansmoen,SN9580,27.05.2021,8.9,0,2.5,14.1
Tynset - Hansmoen,SN9580,28.05.2021,8.7,0,-2.9,15.9
Tynset - Hansmoen,SN9580,29.05.2021,11.4,0,-1.4,21.1
Tynset - Hansmoen,SN9580,30.05.2021,14.3,0.1,-0.7,26
Tynset - Hansmoen,SN9580,31.05.2021,13.2,0,2.9,22.2
Tynset - Hansmoen,SN9580,01.06.2021,15.5,0.1,0.8,24.7
Tynset - Hansmoen,SN9580,02.06.2021,16.9,0.1,11.4,23.2
Tynset - Hansmoen,SN9580,03.06.2021,14.2,0,2.3,21.8
Tynset - Hansmoen,SN9580,04.06.2021,14.2,0.1,1.8,23.7
Tynset - Hansmoen,SN9580,05.06.2021,16.2,0.4,6.9,23.2
Tynset - Hansmoen,SN9580,06.06.2021,14.5,0,10.5,21.6
Tynset - Hansmoen,SN9580,07.06.2021,14.3,1.5,7.3,20.1
Tynset - Hansmoen,SN9580,08.06.2021,13.7,1.1,8.8,20.2
Tynset - Hansmoen,SN9580,09.06.2021,15.9,0.9,8,23.2
Tynset - Hansmoen,SN9580,10.06.2021,17.2,0.2,6.7,25.1
Tynset - Hansmoen,SN9580,11.06.2021,14.9,0.2,8,21.8
Tynset - Hansmoen,SN9580,12.06.2021,10,8.8,7.4,15.1
Tynset - Hansmoen,SN9580,13.06.2021,10.5,0.3,1.1,16.5
Tynset - Hansmoen,SN9580,14.06.2021,10.7,0,8.6,16.2
Tynset - Hansmoen,SN9580,15.06.2021,8.2,6.2,2.7,14
Tynset - Hansmoen,SN9580,16.06.2021,9.1,0.2,3.2,12.7
Tynset - Hansmoen,SN9580,17.06.2021,14.2,0.2,6.2,19.8
Tynset - Hansmoen,SN9580,18.06.2021,12.9,3.9,11.4,16.5
Tynset - Hansmoen,SN9580,19.06.2021,8.8,0.1,7.4,12.5
Tynset - Hansmoen,SN9580,20.06.2021,12.1,9.6,8,15.9
Tynset - Hansmoen,SN9580,21.06.2021,11.8,4.3,11.1,14.8
Tynset - Hansmoen,SN9580,22.06.2021,10,3.1,7.7,15.3
Tynset - Hansmoen,SN9580,23.06.2021,12.7,0,-0.5,24.1
Tynset - Hansmoen,SN9580,24.06.2021,14.8,0.1,8,22.8
Tynset - Hansmoen,SN9580,25.06.2021,13,8.1,11.1,16.3
Tynset - Hansmoen,SN9580,26.06.2021,15.6,0.2,9.4,23.2
Tynset - Hansmoen,SN9580,27.06.2021,16.9,0.2,10.4,24.5
Tynset - Hansmoen,SN9580,28.06.2021,15.5,0,7.8,24.7
Tynset - Hansmoen,SN9580,29.06.2021,10.8,0,5.1,20.5
Tynset - Hansmoen,SN9580,30.06.2021,12,0.8,2.9,19.1
Tynset - Hansmoen,SN9580,01.07.2021,14.5,0,2,23.8
Tynset - Hansmoen,SN9580,02.07.2021,16.4,0,3.5,27.6
Tynset - Hansmoen,SN9580,03.07.2021,18.7,0.2,3.5,29.5
Tynset - Hansmoen,SN9580,04.07.2021,17.9,0.2,9.2,27.2
Tynset - Hansmoen,SN9580,05.07.2021,16.1,0,8.7,22.2
Tynset - Hansmoen,SN9580,06.07.2021,16.6,3.2,11.7,21.4
Tynset - Hansmoen,SN9580,07.07.2021,15.7,2.4,13.1,20.9
Tynset - Hansmoen,SN9580,08.07.2021,16.4,1.7,11.5,21.9
Tynset - Hansmoen,SN9580,09.07.2021,16.2,0.1,8,23.3
Tynset - Hansmoen,SN9580,10.07.2021,12.7,0,9,20.7
Tynset - Hansmoen,SN9580,13.07.2021,17.4,0,8.2,25.9
Tynset - Hansmoen,SN9580,14.07.2021,16.8,0,10.8,23.9
Tynset - Hansmoen,SN9580,15.07.2021,16.4,1.9,10.6,24.4
Tynset - Hansmoen,SN9580,16.07.2021,15.4,0,3.4,25.6
Tynset - Hansmoen,SN9580,17.07.2021,17,0,10.3,22
Tynset - Hansmoen,SN9580,18.07.2021,10.6,0,5.8,18.3
Tynset - Hansmoen,SN9580,19.07.2021,11.7,0,0.7,20.7
Tynset - Hansmoen,SN9580,20.07.2021,10.9,0,6.9,15.8
Tynset - Hansmoen,SN9580,21.07.2021,12.4,0.3,2.1,21.8
Tynset - Hansmoen,SN9580,22.07.2021,12.9,0,3.4,20.4
Tynset - Hansmoen,SN9580,23.07.2021,14.9,0,6.8,22.3
Tynset - Hansmoen,SN9580,24.07.2021,16.6,0,4.1,26.9
Tynset - Hansmoen,SN9580,25.07.2021,17.8,0,8,27
Tynset - Hansmoen,SN9580,26.07.2021,17.5,0,6.3,26.5
Tynset - Hansmoen,SN9580,27.07.2021,18.5,0,12.3,23.3
Tynset - Hansmoen,SN9580,28.07.2021,16.7,0.9,13.5,22.6
Tynset - Hansmoen,SN9580,29.07.2021,15.4,4.2,13.7,20.4
Tynset - Hansmoen,SN9580,30.07.2021,13.7,12.4,9.9,18
Tynset - Hansmoen,SN9580,31.07.2021,11.5,0,7.2,15.1
Tynset - Hansmoen,SN9580,01.08.2021,9.6,1.4,7.8,13.7
Tynset - Hansmoen,SN9580,02.08.2021,8.1,0,1.7,13.2
Tynset - Hansmoen,SN9580,03.08.2021,9.5,0.2,3.9,15.8
Tynset - Hansmoen,SN9580,04.08.2021,10.7,0,-0.1,19.7
Tynset - Hansmoen,SN9580,05.08.2021,11.9,0.1,4.2,19.7
Tynset - Hansmoen,SN9580,06.08.2021,12.2,0.2,2.7,21
Tynset - Hansmoen,SN9580,07.08.2021,12.4,0,3.8,19.1
Tynset - Hansmoen,SN9580,08.08.2021,13.6,6,10.2,19
Tynset - Hansmoen,SN9580,09.08.2021,12.2,0.2,4.1,21.5
Tynset - Hansmoen,SN9580,10.08.2021,12.5,0.5,4.3,21.7
Tynset - Hansmoen,SN9580,11.08.2021,14.4,3.9,11.4,20.7
Tynset - Hansmoen,SN9580,12.08.2021,13.8,0,10.2,19.4
Tynset - Hansmoen,SN9580,13.08.2021,14.1,0.2,7.8,20.3
Tynset - Hansmoen,SN9580,14.08.2021,10.3,0.4,9.2,15.8
Tynset - Hansmoen,SN9580,15.08.2021,10.5,21.6,8.6,13
Tynset - Hansmoen,SN9580,16.08.2021,10.8,8.5,8.6,13.7
Tynset - Hansmoen,SN9580,17.08.2021,11,0,5.2,15.7
Tynset - Hansmoen,SN9580,18.08.2021,10.3,0,8.4,14
Tynset - Hansmoen,SN9580,19.08.2021,9,0.3,8.2,11.7
Tynset - Hansmoen,SN9580,20.08.2021,6.8,0,-0.1,12.6
Tynset - Hansmoen,SN9580,21.08.2021,9.9,1.3,6.8,13.9
Tynset - Hansmoen,SN9580,22.08.2021,9.5,0,6.4,16.1
Tynset - Hansmoen,SN9580,23.08.2021,8.3,0,-1.9,19.4
Tynset - Hansmoen,SN9580,24.08.2021,10.7,0,5.1,14.3
Tynset - Hansmoen,SN9580,25.08.2021,10.7,5.5,9.6,16.2
Tynset - Hansmoen,SN9580,26.08.2021,9.6,0.1,5.8,13.6
Tynset - Hansmoen,SN9580,27.08.2021,9.5,0,7.9,16
Tynset - Hansmoen,SN9580,28.08.2021,9.1,0,0.3,20.8
Tynset - Hansmoen,SN9580,29.08.2021,9.8,0,0.9,20.4
Tynset - Hansmoen,SN9580,30.08.2021,8.4,0,0.8,18.9
Tynset - Hansmoen,SN9580,31.08.2021,9.2,0,1.7,16.1
Tynset - Hansmoen,SN9580,01.09.2021,10.5,0,6.3,14
Tynset - Hansmoen,SN9580,02.09.2021,11.6,1,8.3,16.5
Tynset - Hansmoen,SN9580,03.09.2021,7,1.8,5.7,12.3
Tynset - Hansmoen,SN9580,04.09.2021,5.1,0,-2.8,14.2
Tynset - Hansmoen,SN9580,05.09.2021,6.6,0,-2.1,18.1
Tynset - Hansmoen,SN9580,06.09.2021,7.3,0,-0.2,15.3
Tynset - Hansmoen,SN9580,07.09.2021,13.1,7.2,6.1,19.6
Tynset - Hansmoen,SN9580,08.09.2021,16.9,2.2,14.3,21.4
Tynset - Hansmoen,SN9580,09.09.2021,12.8,0,10.7,17.7
Tynset - Hansmoen,SN9580,10.09.2021,11.8,3,8.1,14.7
Tynset - Hansmoen,SN9580,11.09.2021,13.3,1.6,11.2,17.5
Tynset - Hansmoen,SN9580,12.09.2021,10,2.8,8.3,14.1
Tynset - Hansmoen,SN9580,13.09.2021,6.2,1.4,0.3,12.9
Tynset - Hansmoen,SN9580,14.09.2021,4.7,0,-1,14.2
Tynset - Hansmoen,SN9580,15.09.2021,6.8,0,-1.6,14.3
Tynset - Hansmoen,SN9580,16.09.2021,8.9,0,7.7,12
Tynset - Hansmoen,SN9580,17.09.2021,6.3,0.6,0.9,9
Tynset - Hansmoen,SN9580,18.09.2021,6.9,0,0,9.8
Tynset - Hansmoen,SN9580,19.09.2021,7.6,0,6.6,9.3
Tynset - Hansmoen,SN9580,20.09.2021,6,0,5.6,7.6
Tynset - Hansmoen,SN9580,21.09.2021,8.7,0,4.3,14.9
Tynset - Hansmoen,SN9580,22.09.2021,10.4,0.3,6.3,15.9
Tynset - Hansmoen,SN9580,23.09.2021,6.8,0,3.4,12.4
Tynset - Hansmoen,SN9580,24.09.2021,2.9,0,1.2,6.9
Tynset - Hansmoen,SN9580,25.09.2021,6.1,2.4,-0.6,13.4
Tynset - Hansmoen,SN9580,26.09.2021,7.9,0,0,15.6
Tynset - Hansmoen,SN9580,27.09.2021,9.8,0,8,11.8
Tynset - Hansmoen,SN9580,28.09.2021,9.4,1.3,7.3,12.7
Tynset - Hansmoen,SN9580,29.09.2021,8.5,0.5,4.7,11
Tynset - Hansmoen,SN9580,30.09.2021,8.2,0,7.5,10.2
Tynset - Hansmoen,SN9580,01.10.2021,8.1,0,3.3,10.1
Tynset - Hansmoen,SN9580,02.10.2021,10.1,0.1,8.6,12.5
Tynset - Hansmoen,SN9580,03.10.2021,10.2,0,7.2,12.5
Tynset - Hansmoen,SN9580,04.10.2021,10,1.7,5.9,13.6
Tynset - Hansmoen,SN9580,05.10.2021,10.1,0,8.2,13.5
Tynset - Hansmoen,SN9580,06.10.2021,8,0,6.5,10.3
Tynset - Hansmoen,SN9580,07.10.2021,7.1,0.1,1.3,12.2
Tynset - Hansmoen,SN9580,08.10.2021,10.3,0.5,6.1,14.3
Tynset - Hansmoen,SN9580,09.10.2021,11.5,0,6.8,14.4
Tynset - Hansmoen,SN9580,10.10.2021,8.2,1.1,5.8,13.2
Tynset - Hansmoen,SN9580,11.10.2021,2,8.8,-1,7.4
Tynset - Hansmoen,SN9580,12.10.2021,1.2,0.6,-3.6,5.8
Tynset - Hansmoen,SN9580,13.10.2021,0.8,0,-2.5,4.3
Tynset - Hansmoen,SN9580,14.10.2021,4.8,4.8,0.3,8.7
Tynset - Hansmoen,SN9580,15.10.2021,2.1,2.2,1,8.6
Tynset - Hansmoen,SN9580,16.10.2021,0.9,0.1,-1.6,5.4
Tynset - Hansmoen,SN9580,17.10.2021,-2.1,0.2,-6.5,4.6
Tynset - Hansmoen,SN9580,18.10.2021,-2.4,0,-6.9,5.4
Tynset - Hansmoen,SN9580,19.10.2021,0.9,0,-4,1.9
Tynset - Hansmoen,SN9580,20.10.2021,3.3,3.8,0.7,7.2
Tynset - Hansmoen,SN9580,21.10.2021,1.8,0,-1.8,6.2
Tynset - Hansmoen,SN9580,22.10.2021,2,0,-0.8,6.4
Tynset - Hansmoen,SN9580,23.10.2021,2.5,0.2,1.2,4.7
Tynset - Hansmoen,SN9580,24.10.2021,2.5,1.6,0.8,4.3
Tynset - Hansmoen,SN9580,25.10.2021,6,0.9,0.5,10.8
Tynset - Hansmoen,SN9580,26.10.2021,1.1,0,-1.3,8.2
Tynset - Hansmoen,SN9580,27.10.2021,4.6,2,-3.5,11.1
Tynset - Hansmoen,SN9580,28.10.2021,7.3,0,-0.8,11.4
Tynset - Hansmoen,SN9580,29.10.2021,9.6,1.3,7.2,12.2
Tynset - Hansmoen,SN9580,30.10.2021,8.5,0,4.5,12.5
Tynset - Hansmoen,SN9580,31.10.2021,5.2,0,0.1,8.4
Tynset - Hansmoen,SN9580,01.11.2021,6.7,1.1,-0.8,9.6
Tynset - Hansmoen,SN9580,02.11.2021,6.5,0.5,5.8,7.6
Tynset - Hansmoen,SN9580,03.11.2021,2.9,0,1,6.4
Tynset - Hansmoen,SN9580,04.11.2021,1.5,1.4,-0.2,4
Tynset - Hansmoen,SN9580,05.11.2021,-1.7,1.5,-2.2,-0.1
Tynset - Hansmoen,SN9580,06.11.2021,-4.6,1.5,-8.3,-0.4
Tynset - Hansmoen,SN9580,07.11.2021,-2.8,0,-7.2,-0.8
Tynset - Hansmoen,SN9580,08.11.2021,-1.6,1.5,-2.5,-0.3
Tynset - Hansmoen,SN9580,09.11.2021,0.9,0.5,-1.6,2.9
Tynset - Hansmoen,SN9580,10.11.2021,-0.2,0,-4.1,6
Tynset - Hansmoen,SN9580,11.11.2021,2,0,-5.7,5.5
Tynset - Hansmoen,SN9580,12.11.2021,-4.1,1.9,-7.2,3.5
Tynset - Hansmoen,SN9580,13.11.2021,-5.5,0,-9.7,-2.2
Tynset - Hansmoen,SN9580,14.11.2021,-5.6,0,-7.2,-2
Tynset - Hansmoen,SN9580,15.11.2021,-2,0,-6.8,0.1
Tynset - Hansmoen,SN9580,16.11.2021,1.6,0,-2.1,3.8
Tynset - Hansmoen,SN9580,17.11.2021,1.1,0,-4,5.4
Tynset - Hansmoen,SN9580,18.11.2021,-5.8,0,-9.2,-1.6
Tynset - Hansmoen,SN9580,19.11.2021,1.4,1.1,-5.6,8.6
Tynset - Hansmoen,SN9580,20.11.2021,-3.3,0.4,-6.2,2.6
Tynset - Hansmoen,SN9580,21.11.2021,-2.6,0,-4.9,-0.4
Tynset - Hansmoen,SN9580,22.11.2021,-2.6,0,-8.5,2.3
Tynset - Hansmoen,SN9580,23.11.2021,0.2,0.3,-4.1,6.6
Tynset - Hansmoen,SN9580,24.11.2021,0.1,0,-2.8,3
Tynset - Hansmoen,SN9580,25.11.2021,-5.2,2.3,-8.8,-
Tynset - Hansmoen,SN9580,26.11.2021,-12.1,0,-14.5,-8.2
Tynset - Hansmoen,SN9580,27.11.2021,-11.3,0,-13.5,-10.5
Tynset - Hansmoen,SN9580,28.11.2021,-13.7,1.6,-19.1,-10.3
Tynset - Hansmoen,SN9580,29.11.2021,-20.1,0,-21.8,-16.4
Tynset - Hansmoen,SN9580,30.11.2021,-16.8,0,-22,-12.6
Tynset - Hansmoen,SN9580,01.12.2021,-22.5,0.2,-24.3,-16.9
Tynset - Hansmoen,SN9580,02.12.2021,-15.8,0.5,-24.5,-11.9
Tynset - Hansmoen,SN9580,03.12.2021,-14,0.4,-19.4,-11.4
Tynset - Hansmoen,SN9580,04.12.2021,-8.8,0,-11.6,-7.5
Tynset - Hansmoen,SN9580,05.12.2021,-9.6,0,-12.6,-7.1
Tynset - Hansmoen,SN9580,06.12.2021,-16.8,0,-20.9,-12.1
Tynset - Hansmoen,SN9580,07.12.2021,-12.3,0,-19.5,-9.9
Tynset - Hansmoen,SN9580,08.12.2021,-8.7,0,-14.2,-6.9
Tynset - Hansmoen,SN9580,09.12.2021,-4.3,0,-7,-3.1
Tynset - Hansmoen,SN9580,10.12.2021,-6.3,0.3,-10,-3
